Wed Oct 02 17:59:29 KST 2024,abcd,0:0:0:0:0:0:0:1,login fail
Wed Oct 02 17:59:36 KST 2024,abcd,0:0:0:0:0:0:0:1,login fail
Wed Oct 02 17:59:42 KST 2024,abcd,0:0:0:0:0:0:0:1,login fail
Wed Oct 02 17:59:46 KST 2024,abcd,0:0:0:0:0:0:0:1,login fail
Wed Oct 02 17:59:50 KST 2024,abcd,0:0:0:0:0:0:0:1,login fail
